# Instancia: E101D11r
# Algoritmo: ClarkeWright + Relocate (FirstImprovement)
# Distancia total: 1688.77
-31,4,-34,4,22,27,55
-34,4,-43,10,27,14,55
-43,10,-51,10,14,23,55
-51,10,-40,24,23,12,55
-40,24,-31,25,12,20,55
-31,25,-29,36,20,18,55
-29,36,-29,44,18,41,55
-29,44,-11,44,41,38,55
-11,44,-16,34,38,45,55
-16,34,-17,32,45,47,55
-17,32,-20,25,47,52,55
-20,25,-9,27,52,61,55
-9,27,-1,21,61,56,55
-1,21,0,0,56,101,55
0,0,-58,-60,101,66,66
-58,-60,-71,-58,66,67,66
-71,-58,-71,-49,67,71,66
-71,-49,-59,-37,71,69,66
-59,-37,-54,-15,69,13,66
-54,-15,-70,-4,13,93,66
-70,-4,-73,-2,93,15,66
-73,-2,-79,-4,15,89,66
-79,-4,-80,-10,89,26,66
-80,-10,-84,-10,26,87,66
-84,-10,-84,-19,87,90,66
-84,-19,-76,-14,90,92,66
-76,-14,-69,-22,92,88,66
-69,-22,-63,-12,88,91,66
-63,-12,-76,4,91,16,66
-76,4,-78,11,16,19,66
-78,11,-67,17,19,21,66
-67,17,-51,24,21,25,66
-51,24,-45,31,25,17,66
-45,31,-45,25,17,28,66
-45,25,-20,11,28,62,66
-20,11,-15,10,62,9,66
-15,10,-13,9,9,8,66
-13,9,-9,6,8,6,66
-9,6,0,0,6,101,66
0,0,-3,17,101,65,65
-3,17,-9,21,65,58,65
-9,21,-15,16,58,3,65
-15,16,-12,15,3,64,65
-12,15,-12,14,64,53,65
-12,14,-11,11,53,54,65
-11,11,-7,9,54,1,65
-7,9,-7,8,1,2,65
-7,8,-4,5,2,51,65
-4,5,-1,1,51,57,65
-1,1,0,0,57,101,65
0,0,-2,13,101,4,4
-2,13,0,3,4,5,4
0,3,0,0,5,101,4
0,0,30,1,101,80,80
30,1,62,16,80,100,80
62,16,73,32,100,29,80
73,32,78,59,29,30,80
78,59,57,55,30,32,80
57,55,30,48,32,96,80
30,48,0,0,96,101,80
0,0,13,12,101,75,75
13,12,30,39,75,94,75
30,39,58,53,94,31,75
58,53,42,30,31,99,75
42,30,36,21,99,97,75
36,21,9,3,97,59,75
9,3,0,0,59,101,75
0,0,-20,64,101,83,83
-20,64,-20,66,83,85,83
-20,66,-27,62,85,82,83
-27,62,-29,67,82,86,83
-29,67,-26,69,86,84,83
-26,69,-20,82,84,49,83
-20,82,-14,80,49,46,83
-14,80,-12,81,46,34,83
-12,81,-8,86,34,35,83
-8,86,-2,84,35,43,83
-2,84,4,80,43,42,83
4,80,25,76,42,40,83
25,76,20,85,40,33,83
20,85,19,86,33,37,83
19,86,-2,67,37,39,83
-2,67,-8,54,39,44,83
-8,54,0,30,44,63,83
0,30,0,0,63,101,83
0,0,19,39,101,48,48
19,39,17,42,48,50,48
17,42,12,33,50,36,48
12,33,5,14,36,60,48
5,14,2,5,60,7,48
2,5,0,0,7,101,48
