# Instancia: E101D11r
# Algoritmo: NearestNeighbor + Relocate (BestImprovement)
# Distancia total: 2448.23
-2,13,-3,17,4,65,78
-3,17,-1,21,65,56,78
-1,21,-9,21,56,58,78
-9,21,-9,27,58,61,78
-9,27,0,30,61,63,78
0,30,0,0,63,101,78
0,0,13,-10,101,73,73
13,-10,22,-17,73,74,73
22,-17,22,-6,74,81,73
22,-6,22,-4,81,72,73
22,-4,30,1,72,80,73
30,1,27,-4,80,77,73
27,-4,36,21,77,97,73
36,21,62,16,97,100,73
62,16,73,32,100,29,73
73,32,0,0,29,101,73
0,0,-2,-22,101,79,79
-2,-22,-32,-34,79,68,79
-32,-34,-59,-37,68,69,79
-59,-37,-48,-19,69,70,79
-48,-19,-54,-15,70,13,79
-54,-15,0,0,13,101,79
0,0,-30,-9,101,24,24
-30,-9,-63,-12,24,91,24
-63,-12,-70,-4,91,93,24
-70,-4,-73,-2,93,15,24
-73,-2,-79,-4,15,89,24
-79,-4,-84,-10,89,87,24
-84,-10,-80,-10,87,26,24
-80,-10,-69,-22,26,88,24
-69,-22,-58,-60,88,66,24
-58,-60,0,0,66,101,24
0,0,-20,25,101,52,52
-20,25,-16,34,52,45,52
-16,34,-11,44,45,38,52
-11,44,-8,54,38,44,52
-8,54,-20,64,44,83,52
-20,64,-20,66,83,85,52
-20,66,-29,67,85,86,52
-29,67,-26,69,86,84,52
-26,69,-20,82,84,49,52
-20,82,-14,80,49,46,52
-14,80,-8,86,46,35,52
-8,86,4,80,35,42,52
4,80,19,86,42,37,52
19,86,0,0,37,101,52
0,0,2,5,101,7,7
2,5,12,33,7,36,7
12,33,19,39,36,48,7
19,39,17,42,48,50,7
17,42,25,76,50,40,7
25,76,20,85,40,33,7
20,85,-29,44,33,41,7
-29,44,-45,31,41,17,7
-45,31,-51,10,17,23,7
-51,10,-71,-49,23,71,7
-71,-49,0,0,71,101,7
0,0,32,16,101,98,98
32,16,30,39,98,94,98
30,39,-2,84,94,43,98
-2,84,-2,67,43,39,98
-2,67,0,0,39,101,98
0,0,-1,1,101,57,57
-1,1,-7,8,57,2,57
-7,8,-11,11,2,54,57
-11,11,-13,9,54,8,57
-13,9,-31,25,8,20,57
-31,25,-45,25,20,28,57
-45,25,-51,24,28,25,57
-51,24,-67,17,25,21,57
-67,17,-78,11,21,19,57
-78,11,-76,4,19,16,57
-76,4,-76,-14,16,92,57
-76,-14,-84,-19,92,90,57
-84,-19,-71,-58,90,67,57
-71,-58,-29,36,67,18,57
-29,36,-12,81,18,34,57
-12,81,0,0,34,101,57
0,0,0,3,101,5,5
0,3,5,14,5,60,5
5,14,23,39,60,95,5
23,39,30,48,95,96,5
30,48,57,55,96,32,5
57,55,58,53,32,31,5
58,53,0,0,31,101,5
0,0,1,0,101,11,11
1,0,13,12,11,75,11
13,12,42,30,75,99,11
42,30,78,59,99,30,11
78,59,0,0,30,101,11
